"game","parameters","complexity","nblocks","nDataReads","nDataWrites","ninsts","nmethod"
"CaptureTheFlag","flagPlacementType=C#gridSize=24#numBlueAgents=19#numRedAgents=19","9616136","16615140","0","0","147247422","2582349"
"CaptureTheFlag","flagPlacementType=C#gridSize=25#numBlueAgents=20#numRedAgents=20","9057842","15598687","0","0","138627950","2435794"
"CaptureTheFlag","flagPlacementType=C#gridSize=26#numBlueAgents=21#numRedAgents=21","7819699","13434826","0","0","119703111","2101662"
"CaptureTheFlag","flagPlacementType=C#gridSize=27#numBlueAgents=22#numRedAgents=22","12775984","22011046","0","0","195563064","3434231"
"CaptureTheFlag","flagPlacementType=C#gridSize=28#numBlueAgents=23#numRedAgents=23","17499024","30294243","0","0","267895714","4702050"
"CaptureTheFlag","flagPlacementType=C#gridSize=29#numBlueAgents=24#numRedAgents=24","16979254","29362066","0","0","259920127","4563262"
"CaptureTheFlag","flagPlacementType=C#gridSize=30#numBlueAgents=25#numRedAgents=25","18627991","32151962","0","0","285024362","5012807"
"CaptureTheFlag","flagPlacementType=C#gridSize=31#numBlueAgents=26#numRedAgents=26","24948738","43153256","0","0","381838875","6708871"
"CaptureTheFlag","flagPlacementType=C#gridSize=32#numBlueAgents=27#numRedAgents=27","20427916","35298396","0","0","312578868","5496495"
"CaptureTheFlag","flagPlacementType=C#gridSize=33#numBlueAgents=28#numRedAgents=28","41625854","72233523","0","0","637109725","11192084"
"CaptureTheFlag","flagPlacementType=C#gridSize=34#numBlueAgents=29#numRedAgents=29","31876235","55204329","0","0","487763248","8576520"
"CaptureTheFlag","flagPlacementType=C#gridSize=35#numBlueAgents=30#numRedAgents=30","36573017","63327575","0","0","559509079","9846112"
"CaptureTheFlag","flagPlacementType=C#gridSize=36#numBlueAgents=31#numRedAgents=31","44095111","76575506","0","0","674632029","11868957"
"CaptureTheFlag","flagPlacementType=C#gridSize=37#numBlueAgents=32#numRedAgents=32","43201216","74939956","0","0","660869542","11632475"
"CaptureTheFlag","flagPlacementType=C#gridSize=38#numBlueAgents=33#numRedAgents=33","44032774","76392258","0","0","673675829","11852296"
"CaptureTheFlag","flagPlacementType=C#gridSize=39#numBlueAgents=34#numRedAgents=34","50999638","88467932","0","0","780198487","13730733"
"GameOfLife","iterations=1000#mapFilename=glider-10-10.json","893923","3470184","0","0","54701870","101011"
"GameOfLife","iterations=10000#mapFilename=glider-10-10.json","8938624","34700184","0","0","546983870","1010011"
"GameOfLife","iterations=11000#mapFilename=glider-10-10.json","9832479","38170184","0","0","601681870","1111011"
"GameOfLife","iterations=12000#mapFilename=glider-10-10.json","10726335","41640184","0","0","656379870","1212011"
"GameOfLife","iterations=13000#mapFilename=glider-10-10.json","11620190","45110184","0","0","711077870","1313011"
"GameOfLife","iterations=14000#mapFilename=glider-10-10.json","12514046","48580184","0","0","765775870","1414011"
"GameOfLife","iterations=15000#mapFilename=glider-10-10.json","13407902","52050184","0","0","820473870","1515011"
"GameOfLife","iterations=16000#mapFilename=glider-10-10.json","14301757","55520184","0","0","875171870","1616011"
"GameOfLife","iterations=17000#mapFilename=glider-10-10.json","15195613","58990184","0","0","929869870","1717011"
"GameOfLife","iterations=18000#mapFilename=glider-10-10.json","16089469","62460184","0","0","984567870","1818011"
"GameOfLife","iterations=19000#mapFilename=glider-10-10.json","16983324","65930184","0","0","1039265870","1919011"
"GameOfLife","iterations=2000#mapFilename=glider-10-10.json","1787778","6940184","0","0","109399870","202011"
"GameOfLife","iterations=3000#mapFilename=glider-10-10.json","2681634","10410184","0","0","164097870","303011"
"GameOfLife","iterations=4000#mapFilename=glider-10-10.json","3575490","13880184","0","0","218795870","404011"
"GameOfLife","iterations=5000#mapFilename=glider-10-10.json","4469345","17350184","0","0","273493870","505011"
"GameOfLife","iterations=6000#mapFilename=glider-10-10.json","5363201","20820184","0","0","328191870","606011"
"GameOfLife","iterations=7000#mapFilename=glider-10-10.json","6257057","24290184","0","0","382889870","707011"
"GameOfLife","iterations=8000#mapFilename=glider-10-10.json","7150912","27760184","0","0","437587870","808011"
"GameOfLife","iterations=9000#mapFilename=glider-10-10.json","8044768","31230184","0","0","492285870","909011"
