#
#num reg  count-read  count-written
#
  7 rbx                       8           0
  8 rdx                       3           0
 10 rax                       1           0
## Basic Block at 0x00007fe06ec53373
## Basic Block at 0x00007fe06ec5337f
  7 rbx                       1           0
  8 rdx                       1           0
## Basic Block at 0x00007fe06ec5338c
  3 rdi                       0           1
  4 rsi                       1           0
  5 rbp                       0           1
  6 rsp                       3           3
  7 rbx                       1           1
  8 rdx                       1           1
 15 r12                       0           1
## Basic Block at 0x00007fe06ec52e50
  8 rdx                      24           0
## Basic Block at 0x00007fe06ec52e57
  6 rsp                       2           2
## Basic Block at 0x00007fe06ec5198d
## Basic Block at 0x00007fe06ec51996
  7 rbx                       2           0
  9 rcx                       2           2
 11 r8                        0           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ec519a7
  8 rdx                       2           1
  9 rcx                       1           0
 10 rax                       1           2
 11 r8                        3           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ec519bb
  5 rbp                       1           0
 15 r12                       0           1
 18 r15                       2           0
## Basic Block at 0x00007fe06ec519c3
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
  8 rdx                       0           1
 11 r8                        1           0
 16 r13                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ec543d0
  8 rdx                       2           0
## Basic Block at 0x00007fe06ec543d9
  3 rdi                       1           0
  4 rsi                       1           0
  5 rbp                       2           2
  6 rsp                       7           7
  7 rbx                       1           0
  8 rdx                       2           0
  9 rcx                       0           1
 15 r12                       2           1
 16 r13                       1           1
 17 r14                       1           1
 18 r15                       1           1
## Basic Block at 0x00007fe06ec5441c
 17 r14                      12           0
## Basic Block at 0x00007fe06ec54425
  5 rbp                       5           0
  8 rdx                      10          10
 10 rax                       5           5
 15 r12                       5           0
 18 r15                       5           0
## Basic Block at 0x00007fe06ec54437
  3 rdi                       0           5
  6 rsp                       5           5
  7 rbx                       0           5
  9 rcx                      10           0
 10 rax                       5           0
 18 r15                       5           0
## Basic Block at 0x00007fe06ec532b0
  3 rdi                       5           0
## Basic Block at 0x00007fe06ec532bb
  3 rdi                      10           0
  4 rsi                       0           5
  5 rbp                       5           0
  6 rsp                      15          15
  7 rbx                       5           5
 15 r12                       5           0
## Basic Block at 0x00007fe06ec532cd
  4 rsi                      10           0
## Basic Block at 0x00007fe06ec532d6
  3 rdi                      34           0
  8 rdx                       0          34
## Basic Block at 0x00007fe06ec532e3
  7 rbx                      34           0
  8 rdx                      34           0
## Basic Block at 0x00007fe06ec532ed
  7 rbx                      68           0
  8 rdx                      68           0
 10 rax                      34          34
## Basic Block at 0x00007fe06ec53302
## Basic Block at 0x00007fe06ec53307
## Basic Block at 0x00007fe06ec53310
  5 rbp                       0          24
  6 rsp                      96          96
  7 rbx                       0          24
 15 r12                       0          24
## Basic Block at 0x00007fe06ec54444
## Basic Block at 0x00007fe06ec54449
  3 rdi                       5           5
  7 rbx                      10           5
  9 rcx                       0           5
 17 r14                       5           5
 18 r15                      10           0
## Basic Block at 0x00007fe06ec5445d
## Basic Block at 0x00007fe06ec519d3
 10 rax                       1           0
 15 r12                       1           1
 18 r15                       2           1
## Basic Block at 0x00007fe06ec51943
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
 10 rax                       0           1
 15 r12                       1           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe06ec5063c
 10 rax                      38           0
 15 r12                      38           0
## Basic Block at 0x00007fe06ec50641
  5 rbp                       0          38
  6 rsp                     228         228
  7 rbx                       0          38
 15 r12                       0          38
 16 r13                       0          38
## Basic Block at 0x00005647bb815c51
  3 rdi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00005647bb815c59
  3 rdi                       2           1
 10 rax                       2           1
## Basic Block at 0x00005647bb815c75
## Basic Block at 0x00005647bb815edd
  6 rsp                       1           1
## Basic Block at 0x00005647bb80e9d0
## Basic Block at 0x00007fe06ec53e40
  3 rdi                      29           0
  6 rsp                      58          58
  7 rbx                      29           0
## Basic Block at 0x00007fe06ec53e4f
## Basic Block at 0x00007fe06ec53e7c
## Basic Block at 0x00007fe06ec53e59
  3 rdi                      29           0
  7 rbx                      29          29
  8 rdx                      58          29
  9 rcx                      58          58
 10 rax                      58          58
## Basic Block at 0x00007fe06ec53e7c
  6 rsp                      58          58
  7 rbx                      29          29
 10 rax                      29          29
## Basic Block at 0x00007fe06ec532b0
  3 rdi                      29           0
## Basic Block at 0x00007fe06ec532bb
  3 rdi                      58           0
  4 rsi                       0          29
  5 rbp                      29           0
  6 rsp                      87          87
  7 rbx                      29          29
 15 r12                      29           0
## Basic Block at 0x00007fe06ec532cd
  4 rsi                      58           0
## Basic Block at 0x00005647bb815ee7
## Basic Block at 0x00005647bb815c80
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       3           1
 11 r8                        0           1
## Basic Block at 0x00005647bb815cab
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       0           1
 10 rax                       2           0
## Basic Block at 0x00007fe06ec50658
## Basic Block at 0x00007fe06ec5065d
## Basic Block at 0x00007fe06ec5060c
  7 rbx                      37           0
  8 rdx                      74          37
  9 rcx                      74          74
 10 rax                      74          74
 16 r13                      37          37
## Basic Block at 0x00007fe06ec5062f
  3 rdi                       0          37
  4 rsi                       0          37
  5 rbp                      37           0
  6 rsp                      37          37
  7 rbx                      37           0
  8 rdx                       0          37
 15 r12                      37           0
 16 r13                      37           0
## Basic Block at 0x00007fe06ec519e0
  3 rdi                      46           0
  5 rbp                      46           0
  7 rbx                      46           0
  8 rdx                      92          92
## Basic Block at 0x00007fe06ec519f0
  4 rsi                      92           0
  5 rbp                      46           0
  9 rcx                      46          46
## Basic Block at 0x00007fe06ec519fd
  9 rcx                      92           0
 10 rax                       0          46
## Basic Block at 0x00007fe06ec51a1d
 10 rax                      46           0
 16 r13                      46           0
## Basic Block at 0x00007fe06ec51a22
## Basic Block at 0x00007fe06ec51a10
 10 rax                     980         490
## Basic Block at 0x00007fe06ec51a1d
 10 rax                     490           0
 16 r13                     490           0
## Basic Block at 0x00007fe06ec51a22
## Basic Block at 0x00007fe06ec51916
  4 rsi                       0          46
  5 rbp                     138           0
  6 rsp                      46          46
  8 rdx                      92          46
 15 r12                      92          46
 16 r13                      92          46
 18 r15                      46          92
## Basic Block at 0x00007fe06ec51934
  7 rbx                       1           0
 10 rax                       1           0
 17 r14                       1           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ec5193d
  5 rbp                       2           2
  6 rsp                       8           8
  7 rbx                       0           1
 10 rax                       0           1
 15 r12                       1           2
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       1           1
## Basic Block at 0x00005647bb815cbd
  3 rdi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00005647bb815cc5
  3 rdi                       2           1
 10 rax                       2           1
## Basic Block at 0x00005647bb815ce1
## Basic Block at 0x00005647bb815d02
## Basic Block at 0x00005647bb815eec
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec533a0
  3 rdi                       0          10
  4 rsi                      10          10
  6 rsp                      10          10
  7 rbx                      30           0
  8 rdx                      10          20
## Basic Block at 0x00007fe06ec52e60
  3 rdi                      30           0
  4 rsi                      10           0
  5 rbp                      20          20
  6 rsp                      70          70
  7 rbx                      10          10
  8 rdx                      10           0
 10 rax                      10          20
 15 r12                      10          10
 16 r13                      10          10
 17 r14                      20          10
 18 r15                      30          10
## Basic Block at 0x00007fe06ec52ea1
  3 rdi                      20           0
  4 rsi                      10          10
  8 rdx                      10          10
## Basic Block at 0x00007fe06ec52eae
## Basic Block at 0x00007fe06ec52eeb
  5 rbp                      10           0
 10 rax                      10           0
## Basic Block at 0x00007fe06ec52ef4
  3 rdi                       0          10
  4 rsi                       0          10
  6 rsp                      10          10
  7 rbx                      10           0
  8 rdx                       0          10
 15 r12                      10           0
 16 r13                      10           0
 17 r14                      10           0
## Basic Block at 0x00007fe06ec51130
  3 rdi                      10           0
  5 rbp                      10           0
  6 rsp                      50          50
  7 rbx                      10           0
  8 rdx                      20           0
 15 r12                      10          10
 16 r13                      10           0
## Basic Block at 0x00007fe06ec51146
  4 rsi                      10           0
  5 rbp                       0          10
  7 rbx                       0          10
  8 rdx                      20           0
 16 r13                       0          10
## Basic Block at 0x00007fe06ec5116d
  4 rsi                       0          10
  5 rbp                      10           0
  7 rbx                      10           0
  8 rdx                       0          10
 15 r12                      20           0
## Basic Block at 0x00007fe06ec51180
## Basic Block at 0x00007fe06ec51158
  6 rsp                      10          10
## Basic Block at 0x00007fe06ecd60f0
 10 rax                      10          10
## Basic Block at 0x00007fe06ecd60fd
  9 rcx                       0          10
 14 r11                       0          10
## Basic Block at 0x00007fe06ecd6104
 10 rax                      10           0
## Basic Block at 0x00007fe06ecd610c
  6 rsp                      10          10
## Basic Block at 0x00007fe06ec5115d
 10 rax                      20           0
## Basic Block at 0x00007fe06ec51162
  5 rbp                      10          10
  7 rbx                      30          10
 10 rax                      20           0
## Basic Block at 0x00007fe06ec5116d
## Basic Block at 0x00007fe06ec511c0
  7 rbx                      10           0
 10 rax                      10          20
 16 r13                      10           0
## Basic Block at 0x00007fe06ec5119b
  8 rdx                      20          10
 15 r12                      10           0
## Basic Block at 0x00007fe06ec511a8
## Basic Block at 0x00007fe06ec511b3
  5 rbp                       0          10
  6 rsp                      60          60
  7 rbx                       0          10
 15 r12                       0          10
 16 r13                       0          10
## Basic Block at 0x00007fe06ec52f01
  5 rbp                      20          10
  7 rbx                      10           0
 10 rax                      10           0
## Basic Block at 0x00007fe06ec52f10
## Basic Block at 0x00007fe06ec52f15
  7 rbx                      70           0
 10 rax                      50          10
## Basic Block at 0x00007fe06ec52f70
  7 rbx                      10           0
## Basic Block at 0x00007fe06ec52f78
## Basic Block at 0x00007fe06ec52f3b
  5 rbp                      10          10
  6 rsp                      80          80
  7 rbx                      10          10
 10 rax                      10           0
 15 r12                      10          10
 16 r13                       0          10
 17 r14                       0          10
 18 r15                       0          10
## Basic Block at 0x00007fe06ec533b3
## Basic Block at 0x00007fe06ec533bc
## Basic Block at 0x00007fe06ec53310
  5 rbp                       0          10
  6 rsp                      40          40
  7 rbx                       0          10
 15 r12                       0          10
## Basic Block at 0x00005647bb815ef6
## Basic Block at 0x00005647bb815cec
## Basic Block at 0x00005647bb815d02
  6 rsp                       1           1
## Basic Block at 0x00005647bb814420
## Basic Block at 0x00005647bb81442d
  5 rbp                       1           0
  6 rsp                       7           7
  7 rbx                       1           0
  8 rdx                       2           1
 10 rax                       3           2
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00005647bb814700
## Basic Block at 0x00005647bb81470c
## Basic Block at 0x00005647bb814730
  6 rsp                       1           1
## Basic Block at 0x00005647bb812450
## Basic Block at 0x00005647bb812459
## Basic Block at 0x00005647bb812470
  6 rsp                       9           9
## Basic Block at 0x00005647bb814735
  3 rdi                       0           9
  6 rsp                       9           9
  7 rbx                       9           0
 10 rax                       9           9
## Basic Block at 0x00005647bb813310
  3 rdi                      18           0
  5 rbp                       9           9
  6 rsp                      72          63
  7 rbx                       9           0
 10 rax                       9           9
 15 r12                       9           0
 16 r13                       9           0
 17 r14                       9           0
 18 r15                       9           0
## Basic Block at 0x00005647bb813344
  3 rdi                       9           9
  4 rsi                       0           9
  6 rsp                      18           9
 16 r13                       9           9
## Basic Block at 0x00005647bb8181f0
  3 rdi                       9           0
## Basic Block at 0x00005647bb818060
## Basic Block at 0x00005647bb818075
## Basic Block at 0x00005647bb818082
## Basic Block at 0x00005647bb8180d0
  4 rsi                      27           0
## Basic Block at 0x00005647bb818112
## Basic Block at 0x00005647bb818157
## Basic Block at 0x00005647bb8181b0
## Basic Block at 0x00005647bb818118
  4 rsi                      27           0
## Basic Block at 0x00005647bb818157
## Basic Block at 0x00005647bb818198
## Basic Block at 0x00005647bb8181d8
## Basic Block at 0x00005647bb81815d
  4 rsi                      27           0
## Basic Block at 0x00005647bb818198
## Basic Block at 0x00005647bb8181c0
  4 rsi                      18           0
  6 rsp                       9           9
## Basic Block at 0x00005647bb813358
## Basic Block at 0x00005647bb813365
  6 rsp                       9           0
## Basic Block at 0x00005647bb81337c
## Basic Block at 0x00005647bb8137c8
  5 rbp                      18           0
  6 rsp                      18           0
  8 rdx                       9           9
 10 rax                       9           9
## Basic Block at 0x00005647bb81339d
  5 rbp                       9           0
## Basic Block at 0x00005647bb8133b1
## Basic Block at 0x00005647bb8133bc
## Basic Block at 0x00005647bb8137b4
  6 rsp                       9           0
  7 rbx                       0           9
 15 r12                       9           9
## Basic Block at 0x00005647bb813433
## Basic Block at 0x00005647bb81343c
## Basic Block at 0x00005647bb81344b
## Basic Block at 0x00005647bb8134b7
 10 rax                       0           9
## Basic Block at 0x00005647bb8134c6
## Basic Block at 0x00005647bb813968
  3 rdi                       0           9
  4 rsi                       0           9
  5 rbp                       9           0
  6 rsp                      18           9
## Basic Block at 0x00005647bb813979
## Basic Block at 0x00005647bb8134c6
  3 rdi                       0           9
  6 rsp                      27          27
  7 rbx                       9           0
  8 rdx                       0           9
  9 rcx                       0           9
 10 rax                       9           0
 11 r8                        0           9
 16 r13                       9           0
## Basic Block at 0x00005647bb80ee60
## Basic Block at 0x00007fe06ecf7cd0
  6 rsp                      27           9
 11 r8                        9           0
 12 r9                        9           0
## Basic Block at 0x00007fe06ecf7ce5
## Basic Block at 0x00007fe06ecf7d1c
  6 rsp                      81           9
 10 rax                      27          27
 11 r8                        0           9
## Basic Block at 0x00007fe06ecf7d90
  5 rbp                       9           0
  6 rsp                      81          63
  7 rbx                       9           0
  8 rdx                      18           0
 10 rax                       9           9
 15 r12                       9           0
 16 r13                       9           0
 17 r14                       9           0
 18 r15                       9           0
## Basic Block at 0x00007fe06ecf7dc9
  3 rdi                       9           9
  5 rbp                       9           9
  6 rsp                      18           9
  7 rbx                       0           9
  8 rdx                       9           0
  9 rcx                       9           0
 11 r8                        9           0
 15 r12                       0           9
 16 r13                       0           9
 17 r14                       0           9
## Basic Block at 0x00007fe06ecf7df2
  3 rdi                       0           9
  4 rsi                       0           9
  5 rbp                       9           0
  6 rsp                      18           9
  7 rbx                       9           0
  8 rdx                       0           9
  9 rcx                       0           9
 10 rax                       9           9
 15 r12                      18           0
## Basic Block at 0x00007fe06ecf7e13
## Basic Block at 0x00007fe06ecf7e18
  3 rdi                       0           9
  4 rsi                       0           9
  5 rbp                       9           0
  6 rsp                      18           9
  8 rdx                       0           9
 16 r13                       9           0
 17 r14                       9           0
## Basic Block at 0x00007fe06ec219f0
 15 r12                       9           0
## Basic Block at 0x00007fe06ec219fd
  8 rdx                      18           9
 11 r8                       18           9
 15 r12                      18           0
## Basic Block at 0x00007fe06ec21a17
## Basic Block at 0x00007fe06ec21a21
## Basic Block at 0x00007fe06ec21a2a
## Basic Block at 0x00007fe06ec21a33
## Basic Block at 0x00007fe06ec2197a
 10 rax                      18           0
 18 r15                      18           0
## Basic Block at 0x00007fe06ec21983
 10 rax                      18          18
 18 r15                      18           0
## Basic Block at 0x00007fe06ec21996
  5 rbp                      18           0
  9 rcx                      18          18
## Basic Block at 0x00007fe06ec22558
  5 rbp                       9           0
 10 rax                       9           9
 14 r11                      18           0
## Basic Block at 0x00007fe06ec22574
 15 r12                       9           0
## Basic Block at 0x00007fe06ec22581
  8 rdx                      18           9
 15 r12                      18           0
## Basic Block at 0x00007fe06ec225ab
## Basic Block at 0x00007fe06ec225b8
## Basic Block at 0x00007fe06ec225c5
## Basic Block at 0x00007fe06ec22647
 10 rax                       0           9
 14 r11                       9           0
 18 r15                       9           0
## Basic Block at 0x00007fe06ec22660
  4 rsi                       9           9
  5 rbp                       9           0
  8 rdx                      18           9
 10 rax                      36          36
 14 r11                       0           9
## Basic Block at 0x00007fe06ec219f0
 15 r12                       9           0
## Basic Block at 0x00007fe06ec219fd
## Basic Block at 0x00007fe06ec21a17
## Basic Block at 0x00007fe06ec21af9
  5 rbp                       9           0
 10 rax                       9           0
 12 r9                        9           9
## Basic Block at 0x00007fe06ec21b09
  5 rbp                      27           0
 10 rax                       9           9
 11 r8                        0           9
 12 r9                        9           0
 14 r11                       0           9
## Basic Block at 0x00007fe06ec21b34
  5 rbp                       9           0
## Basic Block at 0x00007fe06ecf7e2b
  6 rsp                      18           0
  8 rdx                       9           9
  9 rcx                       9          18
## Basic Block at 0x00007fe06ecf7e46
  5 rbp                       0           9
  6 rsp                      72          72
  7 rbx                       0           9
 15 r12                       0           9
 16 r13                       0           9
 17 r14                       0           9
 18 r15                       0           9
## Basic Block at 0x00007fe06ecf7d5a
  6 rsp                       9           0
  8 rdx                       9          18
## Basic Block at 0x00007fe06ecf7d6a
  6 rsp                      18          18
## Basic Block at 0x00005647bb8134f2
  3 rdi                       0           9
  6 rsp                       9           9
  7 rbx                       9           0
## Basic Block at 0x00005647bb8134fa
  6 rsp                      18          18
  7 rbx                       9           9
 10 rax                       9           0
 11 r8                        0           9
 12 r9                        0           9
## Basic Block at 0x00005647bb81350e
## Basic Block at 0x00005647bb813517
## Basic Block at 0x00005647bb813530
  3 rdi                       0           9
  4 rsi                       0           9
  6 rsp                       9           9
  7 rbx                       9           9
 15 r12                      18           0
## Basic Block at 0x00007fe06ec51934
  7 rbx                      10           0
 10 rax                      10           0
 17 r14                      10          10
 18 r15                      10           0
## Basic Block at 0x00007fe06ec5193d
  5 rbp                      20          20
  6 rsp                      80          80
  7 rbx                       0          10
 10 rax                       0          10
 15 r12                      10          20
 16 r13                       0          10
 17 r14                       0          10
 18 r15                      10          10
## Basic Block at 0x00005647bb813542
  7 rbx                       9           0
## Basic Block at 0x00005647bb813556
## Basic Block at 0x00005647bb813563
## Basic Block at 0x00005647bb813a20
  5 rbp                      18           0
  6 rsp                       9           9
## Basic Block at 0x00005647bb811940
  6 rsp                      18          18
  7 rbx                       9           0
 10 rax                       0           9
## Basic Block at 0x00005647bb811952
## Basic Block at 0x00005647bb81195d
## Basic Block at 0x00005647bb811970
  6 rsp                      18           9
## Basic Block at 0x00005647bb811979
  6 rsp                       9           0
## Basic Block at 0x00005647bb81195d
  3 rdi                       0           9
  4 rsi                       0           9
  6 rsp                      18          18
  7 rbx                       9           9
 10 rax                       9           0
## Basic Block at 0x00005647bb811880
  3 rdi                      36           0
  5 rbp                      18           0
  6 rsp                      54          54
  7 rbx                      18           0
## Basic Block at 0x00005647bb811891
  3 rdi                      18           0
  5 rbp                       0          18
  6 rsp                      18          18
## Basic Block at 0x00005647bb81189b
  3 rdi                       0          18
  4 rsi                       0          18
  5 rbp                      18           0
  6 rsp                      18          18
## Basic Block at 0x00007fe06ec51934
  7 rbx                      18           0
 10 rax                      18           0
 17 r14                      18          18
 18 r15                      18           0
## Basic Block at 0x00007fe06ec5193d
  5 rbp                      36          36
  6 rsp                     144         144
  7 rbx                       0          18
 10 rax                       0          18
 15 r12                      18          36
 16 r13                       0          18
 17 r14                       0          18
 18 r15                      18          18
## Basic Block at 0x00005647bb8118b4
  3 rdi                       0          18
  5 rbp                      18          18
  6 rsp                      18          18
## Basic Block at 0x00005647bb8118bf
  3 rdi                      36          18
  5 rbp                      18          18
  8 rdx                      18          18
 10 rax                      54           0
## Basic Block at 0x00005647bb8118d9
## Basic Block at 0x00005647bb8118ec
## Basic Block at 0x00005647bb811910
  6 rsp                      18          18
## Basic Block at 0x00005647bb81191a
## Basic Block at 0x00005647bb8118e4
## Basic Block at 0x00005647bb8118ec
  5 rbp                      18          18
  6 rsp                      72          72
  7 rbx                       0          18
 10 rax                      36          36
## Basic Block at 0x00005647bb813a35
## Basic Block at 0x00005647bb813556
## Basic Block at 0x00005647bb813563
## Basic Block at 0x00005647bb813570
## Basic Block at 0x00005647bb8139d0
  3 rdi                       0           9
  5 rbp                      18           0
## Basic Block at 0x00005647bb8139e9
## Basic Block at 0x00005647bb8139f4
  4 rsi                       9           0
  6 rsp                      27           9
## Basic Block at 0x00005647bb813a04
  3 rdi                       0           9
  4 rsi                       0           9
  6 rsp                      27           9
 10 rax                       9           0
## Basic Block at 0x00005647bb813a15
## Basic Block at 0x00005647bb813563
## Basic Block at 0x00005647bb813570
  7 rbx                       0           9
 15 r12                       9           0
## Basic Block at 0x00005647bb813580
  5 rbp                       9           0
## Basic Block at 0x00005647bb81358d
  5 rbp                       9           0
## Basic Block at 0x00005647bb8135a0
  3 rdi                       0           9
  4 rsi                       0           9
  5 rbp                       9           0
  6 rsp                      18           9
 11 r8                        0           9
## Basic Block at 0x00005647bb8135c3
  3 rdi                       0           9
  6 rsp                       9           9
 10 rax                       9           0
 17 r14                       9           9
## Basic Block at 0x00005647bb8135d7
## Basic Block at 0x00005647bb8135e2
  7 rbx                      16           0
  8 rdx                       0           8
  9 rcx                       8           8
 10 rax                      40          16
## Basic Block at 0x00005647bb8135fd
## Basic Block at 0x00005647bb8135f0
  9 rcx                      22           0
 10 rax                      66          22
## Basic Block at 0x00005647bb8135fd
  7 rbx                      16           8
 10 rax                       8           8
 16 r13                       8           8
 17 r14                      16           8
## Basic Block at 0x00005647bb81361e
## Basic Block at 0x00005647bb8137f0
  7 rbx                       0          33
 16 r13                      33           0
## Basic Block at 0x00005647bb813605
  7 rbx                      34           0
 16 r13                      34          34
 17 r14                      68          34
## Basic Block at 0x00005647bb81361e
  5 rbp                       9           0
  7 rbx                       9           9
 16 r13                       9           0
## Basic Block at 0x00005647bb81363a
## Basic Block at 0x00005647bb813870
  3 rdi                       0           9
  4 rsi                       0           9
  6 rsp                      27           9
  7 rbx                       9           9
  8 rdx                       0           9
## Basic Block at 0x00005647bb820a40
  3 rdi                      18           0
  4 rsi                       9           0
  5 rbp                       9           9
  6 rsp                      45          45
  7 rbx                       9           0
 15 r12                       9           0
 16 r13                       9           0
## Basic Block at 0x00005647bb820a52
  3 rdi                       9           0
  6 rsp                       9           9
  7 rbx                       0           9
  8 rdx                       9           0
 16 r13                       0           9
## Basic Block at 0x00005647bb820950
  3 rdi                       9           9
  5 rbp                       9           9
  6 rsp                      45          45
  7 rbx                       9           0
 15 r12                       9           0
## Basic Block at 0x00005647bb820967
  7 rbx                       0           9
 10 rax                      27           0
## Basic Block at 0x00005647bb820973
## Basic Block at 0x00005647bb820979
## Basic Block at 0x00005647bb820a08
  5 rbp                       9           0
## Basic Block at 0x00005647bb820a18
  5 rbp                       0           9
  6 rsp                      45          45
  7 rbx                       0           9
 10 rax                       0           9
 15 r12                       9           9
## Basic Block at 0x00005647bb820a5d
 10 rax                      27           0
 15 r12                       0           9
## Basic Block at 0x00005647bb820a65
  3 rdi                       0           9
  4 rsi                       0           9
  5 rbp                       9           0
  6 rsp                       9           9
 16 r13                       9           0
## Basic Block at 0x00005647bb80e810
## Basic Block at 0x00007fe06ec97220
  4 rsi                       9           0
  8 rdx                       0           9
## Basic Block at 0x00007fe06ec99fc0
  3 rdi                      18           0
  5 rbp                       9           0
  6 rsp                      63          54
  7 rbx                       9           0
 10 rax                       9           9
 15 r12                       9           0
 16 r13                       9           0
 17 r14                       9           0
## Basic Block at 0x00007fe06ec99fe5
  3 rdi                       9           0
  5 rbp                       0           9
  8 rdx                       9           0
 15 r12                       0           9
## Basic Block at 0x00007fe06ec99ffe
## Basic Block at 0x00007fe06ec9a00a
## Basic Block at 0x00007fe06ec9a013
## Basic Block at 0x00007fe06ec9a02d
  8 rdx                       9           0
 10 rax                       9           9
## Basic Block at 0x00007fe06ec9a039
## Basic Block at 0x00007fe06ec9a042
## Basic Block at 0x00007fe06ec9a042
## Basic Block at 0x00007fe06ec9a050
## Basic Block at 0x00007fe06ec9a05e
## Basic Block at 0x00007fe06ec9a118
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec9a12e
  7 rbx                       0           1
 10 rax                       3           0
## Basic Block at 0x00007fe06ec9a13a
## Basic Block at 0x00007fe06ec9a14c
## Basic Block at 0x00007fe06ec9a230
  3 rdi                       0           1
  6 rsp                       1           1
 17 r14                       1           1
## Basic Block at 0x00007fe06ec9a255
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec9a261
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       1           0
## Basic Block at 0x00007fe06ec9a400
  3 rdi                       2           0
  4 rsi                       1           0
  5 rbp                       1           1
  6 rsp                       9           7
  7 rbx                       1           1
  8 rdx                       1           0
 10 rax                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ec9a44d
  3 rdi                       2           0
 15 r12                       0           1
## Basic Block at 0x00007fe06ec9a457
## Basic Block at 0x00007fe06ec9a4a0
  8 rdx                       1           1
## Basic Block at 0x00007fe06ec9a4b1
## Basic Block at 0x00007fe06ec9a4b9
## Basic Block at 0x00007fe06ec9a6bf
## Basic Block at 0x00007fe06ec9a6c8
## Basic Block at 0x00007fe06ec9a510
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
 15 r12                       1           0
## Basic Block at 0x00007fe06ec9a51f
 10 rax                       3           0
 18 r15                       0           1
## Basic Block at 0x00007fe06ec9a52b
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       1           0
## Basic Block at 0x00007fe06ec4d750
  3 rdi                       1           0
## Basic Block at 0x00007fe06ec4d758
  3 rdi                       1           0
## Basic Block at 0x00007fe06ec4d75f
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec9a533
  6 rsp                       2           1
  8 rdx                       0           1
## Basic Block at 0x00007fe06ec9a547
## Basic Block at 0x00007fe06ec9a552
  3 rdi                       0           1
  6 rsp                       2           1
 17 r14                       0           1
## Basic Block at 0x00007fe06ec9a569
  3 rdi                       0           1
  6 rsp                       5           1
  9 rcx                       0           1
 10 rax                       3           3
 17 r14                       1           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ec50400
  4 rsi                       6           0
  5 rbp                       6           0
  6 rsp                      18          18
  7 rbx                      24          12
  8 rdx                       6           0
 15 r12                       6           0
## Basic Block at 0x00007fe06ec50410
## Basic Block at 0x00007fe06ec50420
  3 rdi                       6           6
  4 rsi                       6           6
  5 rbp                       0           6
  6 rsp                       6           6
  7 rbx                       6           0
  8 rdx                       6           6
  9 rcx                       6           0
 15 r12                       0           6
## Basic Block at 0x00007fe06ec54510
  3 rdi                       6           0
  6 rsp                      12          12
  7 rbx                      12           6
  9 rcx                      12           6
 10 rax                      12          12
 11 r8                       12          12
## Basic Block at 0x00007fe06ec54538
  6 rsp                      12          12
  7 rbx                       6           6
 10 rax                       6           6
## Basic Block at 0x00007fe06ec51530
  3 rdi                      12           0
  4 rsi                       6           0
  5 rbp                       6           0
  6 rsp                      42          42
  7 rbx                       6           6
  8 rdx                       6           0
 15 r12                       6           6
 16 r13                       6           6
 17 r14                       6           0
 18 r15                       6           0
## Basic Block at 0x00007fe06ec51552
 16 r13                      10           0
## Basic Block at 0x00007fe06ec5155b
  4 rsi                       5           5
  5 rbp                      10          10
  7 rbx                      10           0
 16 r13                      10           0
 18 r15                       0           5
## Basic Block at 0x00007fe06ec51748
  3 rdi                       3           1
## Basic Block at 0x00007fe06ec51751
## Basic Block at 0x00007fe06ec5175c
  3 rdi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ec51764
## Basic Block at 0x00007fe06ec51552
 16 r13                       2           0
## Basic Block at 0x00007fe06ec5155b
  4 rsi                       1           1
  5 rbp                       2           2
  7 rbx                       2           0
 16 r13                       2           0
 18 r15                       0           1
## Basic Block at 0x00007fe06ec51572
 10 rax                       1           1
 17 r14                       1           2
## Basic Block at 0x00007fe06ec51651
  5 rbp                       4           0
