#
#num reg  count-read  count-written
#
## Basic Block at 0x00007fe06ec45cb0
  7 rbx                       2           0
 16 r13                       0           2
## Basic Block at 0x00007fe06fb4b4e0
  6 rsp                       1           0
  7 rbx                       0           1
## Basic Block at 0x00007fe06fb4b4ac
  3 rdi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06fb42a30
## Basic Block at 0x00007fe06fb42a36
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec5d910
  3 rdi                       2           0
  5 rbp                       2           0
  6 rsp                      16          14
  7 rbx                       2           0
 10 rax                       8           6
 15 r12                       2           2
 16 r13                       2           0
 17 r14                       2           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ec5d944
  3 rdi                       4           0
## Basic Block at 0x00007fe06ec5d94d
  3 rdi                       2           0
  4 rsi                       0           1
 16 r13                       0           1
## Basic Block at 0x00007fe06ec5d95f
  5 rbp                     148         148
## Basic Block at 0x00007fe06ec5d972
  7 rbx                       0         148
## Basic Block at 0x00007fe06ec5d983
  4 rsi                     148           0
 10 rax                     296         296
 16 r13                     148           0
 17 r14                     296         296
## Basic Block at 0x00007fe06ec5d999
## Basic Block at 0x00007fe06ec5d9a3
 17 r14                     148           0
## Basic Block at 0x00007fe06ec5d9ad
## Basic Block at 0x00007fe06ec5d9b6
  5 rbp                     148           0
  8 rdx                     296         148
## Basic Block at 0x00007fe06ec5d9c0
 10 rax                     296         296
 17 r14                     148           0
## Basic Block at 0x00007fe06ec5d9d1
  8 rdx                     144           0
 15 r12                     144           0
## Basic Block at 0x00007fe06ec5d9dc
  4 rsi                     288         144
  8 rdx                     144           0
  9 rcx                       0         144
 10 rax                     144           0
## Basic Block at 0x00007fe06ec5d9f1
## Basic Block at 0x00007fe06ec5d9fe
## Basic Block at 0x00007fe06ec5de00
 10 rax                     144           0
## Basic Block at 0x00007fe06ec5de0a
  3 rdi                     144         144
  4 rsi                     288         144
  8 rdx                     432           0
 10 rax                     288           0
 15 r12                     432           0
## Basic Block at 0x00007fe06ec5da70
  6 rsp                     233           0
 10 rax                     233         466
## Basic Block at 0x00007fe06ec5da84
  5 rbp                       0         233
  6 rsp                    1864        1864
  7 rbx                       0         233
 15 r12                       0         233
 16 r13                       0         233
 17 r14                       0         233
 18 r15                       0         233
## Basic Block at 0x00007fe06fb4b4b4
  3 rdi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
## Basic Block at 0x00007fe06fb42b80
## Basic Block at 0x00007fe06fb42b86
  6 rsp                       1           1
## Basic Block at 0x00007fe06ec44200
  3 rdi                       4           0
  5 rbp                       2           0
  6 rsp                       6           6
  7 rbx                       2           2
 15 r12                       2           0
## Basic Block at 0x00007fe06ec44212
## Basic Block at 0x00007fe06ec44220
## Basic Block at 0x00007fe06ec442b8
  6 rsp                       8           8
## Basic Block at 0x00007fe06ec53570
  3 rdi                      16           0
  5 rbp                      16           0
  6 rsp                      64          48
  7 rbx                      16           0
 10 rax                      16          16
## Basic Block at 0x00007fe06ec5358f
  3 rdi                       8           0
  7 rbx                       0           8
## Basic Block at 0x00007fe06ec535a0
  3 rdi                       0           8
  4 rsi                       0           8
  6 rsp                      16           8
 10 rax                      24          24
## Basic Block at 0x00007fe06ddfdd70
  3 rdi                      24           0
  4 rsi                       8           0
  8 rdx                       8           0
 10 rax                       8           8
## Basic Block at 0x00007fe06ddfdd91
  3 rdi                      16           0
  6 rsp                       8           8
## Basic Block at 0x00007fe06ec535c2
  8 rdx                       8           8
## Basic Block at 0x00007fe06ec535d4
## Basic Block at 0x00007fe06ec535e4
## Basic Block at 0x00007fe06ec535f0
## Basic Block at 0x00007fe06ec535f9
## Basic Block at 0x00007fe06ec53613
  7 rbx                      16           0
  8 rdx                       8           0
## Basic Block at 0x00007fe06ec5363f
  7 rbx                       2           0
  8 rdx                       2           2
 11 r8                        2           2
## Basic Block at 0x00007fe06ec53655
## Basic Block at 0x00007fe06ec537e8
  3 rdi                      12           6
## Basic Block at 0x00007fe06ec537f8
## Basic Block at 0x00007fe06ec536aa
  3 rdi                       6           0
  7 rbx                       6           0
## Basic Block at 0x00007fe06ec536b3
## Basic Block at 0x00007fe06ec536bc
## Basic Block at 0x00007fe06ec53828
  7 rbx                       7           0
  8 rdx                       7           7
## Basic Block at 0x00007fe06ec536e5
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec536f3
  4 rsi                       4           2
  7 rbx                       2           0
## Basic Block at 0x00007fe06ec53711
## Basic Block at 0x00007fe06ec537da
## Basic Block at 0x00007fe06ec53711
## Basic Block at 0x00007fe06ec53729
## Basic Block at 0x00007fe06ec5373d
## Basic Block at 0x00007fe06ec53748
## Basic Block at 0x00007fe06ec53750
## Basic Block at 0x00007fe06ec5376a
## Basic Block at 0x00007fe06ec5376e
  3 rdi                       0           8
  6 rsp                      16           8
 10 rax                      24          24
## Basic Block at 0x00007fe06ddfddd0
  3 rdi                      24           0
  8 rdx                       0           8
 10 rax                       8           8
## Basic Block at 0x00007fe06ddfdde7
## Basic Block at 0x00007fe06ddfddeb
## Basic Block at 0x00007fe06ec53789
  6 rsp                       8           0
 10 rax                       8          16
## Basic Block at 0x00007fe06ec5379d
  5 rbp                       0           8
  6 rsp                      32          32
  7 rbx                       0           8
## Basic Block at 0x00007fe06ec442bd
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec442c4
  7 rbx                       2           0
  8 rdx                       2           2
 11 r8                        2           2
## Basic Block at 0x00007fe06ec442da
## Basic Block at 0x00007fe06ec4431e
## Basic Block at 0x00007fe06ec4432f
  3 rdi                       0           6
  6 rsp                       6           6
  7 rbx                       6           0
## Basic Block at 0x00007fe06ec52130
  3 rdi                       8           0
  5 rbp                       8           0
  6 rsp                      24          24
  7 rbx                       8           0
 15 r12                       8           0
## Basic Block at 0x00007fe06ec52140
  3 rdi                      16           0
  7 rbx                       0           8
## Basic Block at 0x00007fe06ec52158
  3 rdi                       0           7
  6 rsp                       7           7
  7 rbx                       7           0
## Basic Block at 0x00007fe06ec55b90
  3 rdi                       9           0
## Basic Block at 0x00007fe06ec55b97
## Basic Block at 0x00007fe06ec55ba8
## Basic Block at 0x00007fe06ec55b9f
  3 rdi                       9           0
 10 rax                      18           9
## Basic Block at 0x00007fe06ec55ba8
## Basic Block at 0x00007fe06ec55bb4
## Basic Block at 0x00007fe06ec55bf0
  6 rsp                       9           9
## Basic Block at 0x00007fe06ec52162
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec52168
  5 rbp                       8           8
  7 rbx                       8           0
  8 rdx                      16           8
  9 rcx                      16          16
 10 rax                      16          16
## Basic Block at 0x00007fe06ec5218f
  3 rdi                       0           8
  5 rbp                       8           0
  6 rsp                       8           8
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec507e0
  3 rdi                       6           0
## Basic Block at 0x00007fe06ecd68f0
  9 rcx                       0          28
 14 r11                       0          28
## Basic Block at 0x00007fe06ecd68f7
 10 rax                      28           0
## Basic Block at 0x00007fe06ecd68ff
  6 rsp                      28          28
## Basic Block at 0x00007fe06ec52198
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec521a4
## Basic Block at 0x00007fe06ec521b2
## Basic Block at 0x00007fe06ec521fe
  3 rdi                       0           8
  6 rsp                       8           8
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec54288
  4 rsi                       5           0
  6 rsp                      20           5
  8 rdx                       5           0
## Basic Block at 0x00007fe06ebe7358
## Basic Block at 0x00007fe06ec5d910
  3 rdi                     131           0
  5 rbp                     131           0
  6 rsp                    1048         917
  7 rbx                     131           0
 10 rax                     524         393
 15 r12                     131         131
 16 r13                     131           0
 17 r14                     131           0
 18 r15                     131           0
## Basic Block at 0x00007fe06ec5d944
  3 rdi                     262           0
## Basic Block at 0x00007fe06ec5d94d
  3 rdi                     240           0
  4 rsi                       0         120
 16 r13                       0         120
## Basic Block at 0x00007fe06ec5429b
  4 rsi                       0           5
  6 rsp                      15           0
  7 rbx                       5           0
  8 rdx                       0           5
## Basic Block at 0x00007fe06ec5220c
  3 rdi                       0           8
  6 rsp                       8           8
  7 rbx                      56           0
## Basic Block at 0x00007fe06ec53789
  6 rsp                       8           0
 10 rax                       8          16
## Basic Block at 0x00007fe06ec5379d
  5 rbp                       0           8
  6 rsp                      32          32
  7 rbx                       0           8
## Basic Block at 0x00007fe06ec52244
  5 rbp                       0           8
  6 rsp                      32          32
  7 rbx                      24           8
 15 r12                       0           8
## Basic Block at 0x00007fe06ec44337
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec44228
## Basic Block at 0x00007fe06ec4422c
  7 rbx                       8           0
  8 rdx                       8           8
## Basic Block at 0x00007fe06ec4423d
  7 rbx                       6           0
  8 rdx                      12           6
  9 rcx                      12          12
 10 rax                      12          12
 15 r12                       6           6
## Basic Block at 0x00007fe06ec44264
  3 rdi                       0           6
  6 rsp                       6           6
  7 rbx                       6           0
 15 r12                       6           0
## Basic Block at 0x00007fe06ec522d0
  3 rdi                      16           0
  5 rbp                       8           0
  6 rsp                      24          24
  7 rbx                       8           8
## Basic Block at 0x00007fe06ec522df
## Basic Block at 0x00007fe06ec522e9
## Basic Block at 0x00007fe06ec52335
  3 rdi                       0           8
  5 rbp                       0           8
  6 rsp                      24          24
  7 rbx                       8           8
## Basic Block at 0x00007fe06ec54c10
  3 rdi                      32           8
  5 rbp                       8           0
  6 rsp                      32          24
  7 rbx                       8           8
 10 rax                       8           8
## Basic Block at 0x00007fe06ec54c32
## Basic Block at 0x00007fe06ec54c37
## Basic Block at 0x00007fe06ec54c37
  7 rbx                       8           0
 10 rax                      16           8
## Basic Block at 0x00007fe06ec54c40
## Basic Block at 0x00007fe06ec54c50
## Basic Block at 0x00007fe06ec54c50
  3 rdi                      16           8
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec54c59
## Basic Block at 0x00007fe06ec54c66
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec54c6b
  6 rsp                       8           0
 10 rax                       8          16
## Basic Block at 0x00007fe06ec54c7f
  5 rbp                       0           8
  6 rsp                      32          32
  7 rbx                       0           8
## Basic Block at 0x00007fe06ec4426e
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec4427c
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec44283
## Basic Block at 0x00007fe06ec4428b
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec44294
  7 rbx                       8           0
## Basic Block at 0x00007fe06ec4429d
  7 rbx                       7           0
## Basic Block at 0x00007fe06ec442a6
  3 rdi                       0           6
  6 rsp                       6           6
  7 rbx                       6           0
## Basic Block at 0x00007fe06ec442ae
  5 rbp                       0           6
  6 rsp                      24          24
  7 rbx                       0           6
 15 r12                       0           6
## Basic Block at 0x00007fe06fb4b4bc
  6 rsp                       1           0
  8 rdx                       1           2
## Basic Block at 0x00007fe06fb4b4cf
  5 rbp                       0           1
  6 rsp                       7           7
  7 rbx                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
## Basic Block at 0x00007fe06fb43498
## Basic Block at 0x00007fe06fb4349c
  3 rdi                       0           1
  6 rsp                       2           1
## Basic Block at 0x00007fe06ec5d910
  3 rdi                      37           0
  5 rbp                      37           0
  6 rsp                     296         259
  7 rbx                      37           0
 10 rax                     148         111
 15 r12                      37          37
 16 r13                      37           0
 17 r14                      37           0
 18 r15                      37           0
## Basic Block at 0x00007fe06ec5d944
  3 rdi                      74           0
## Basic Block at 0x00007fe06ec5d94d
  3 rdi                       2           0
  4 rsi                       0           1
 16 r13                       0           1
## Basic Block at 0x00007fe06fb434a6
## Basic Block at 0x00007fe06fb43434
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00007fe06fb43070
## Basic Block at 0x00007fe06fb43076
  6 rsp                       1           1
## Basic Block at 0x00007fe06ecd61f0
  9 rcx                       0           1
 14 r11                       0           1
## Basic Block at 0x00007fe06ecd61f7
 10 rax                       1           0
## Basic Block at 0x00007fe06ecd61ff
## Basic Block at 0x00007fe06ecd6208
  6 rsp                       1           1
  8 rdx                       1           1
## Basic Block at 0x00007fe06fb43442
  6 rsp                       1           0
 10 rax                       1           2
## Basic Block at 0x00007fe06fb43464
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe0891168d3
  6 rsp                       1           0
 17 r14                       2           1
## Basic Block at 0x00007fe0891168dd
## Basic Block at 0x00007fe0891168e9
## Basic Block at 0x00007fe0891169b8
## Basic Block at 0x00007fe0891169c0
## Basic Block at 0x00007fe0891168e9
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe0891070ca
  6 rsp                       0           1
  8 rdx                       0           1
 15 r12                       1           0
 16 r13                       1           0
## Basic Block at 0x00005647bb810850
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       7           5
  8 rdx                       1           1
  9 rcx                       0           1
 10 rax                       1           0
 11 r8                        0           1
 12 r9                        0           1
## Basic Block at 0x00007fe06ebe7ba0
  3 rdi                       1           0
  5 rbp                       1           1
  6 rsp                       8           5
  7 rbx                       1           0
  8 rdx                       3           1
  9 rcx                       1           0
 15 r12                       1           0
 16 r13                       1           0
## Basic Block at 0x00007fe06ebe7bcc
## Basic Block at 0x00007fe06ebe7be0
## Basic Block at 0x00007fe06ebe7bd5
 12 r9                        2           0
## Basic Block at 0x00007fe06ebe7be0
  3 rdi                       0           1
  6 rsp                       1           1
 12 r9                        1           0
## Basic Block at 0x00007fe06ec09420
  3 rdi                       1           0
  4 rsi                       1           0
  5 rbp                       1           1
  6 rsp                       5           5
  7 rbx                       1           1
  8 rdx                       1           0
 15 r12                       1           1
 16 r13                       1           1
## Basic Block at 0x00007fe06ec0944a
## Basic Block at 0x00007fe06ec09450
## Basic Block at 0x00007fe06ec09452
  7 rbx                       2           0
## Basic Block at 0x00007fe06ec09457
## Basic Block at 0x00007fe06ec0946d
  3 rdi                       0           2
  6 rsp                       2           2
## Basic Block at 0x00007fe06ec09210
## Basic Block at 0x00007fe06ec0921d
  3 rdi                       4           0
  5 rbp                       8           2
  6 rsp                       6           6
  7 rbx                       2           2
 11 r8                        0           2
## Basic Block at 0x00007fe06ec09238
 10 rax                       8           2
 11 r8                        2           0
## Basic Block at 0x00007fe06ec09287
 10 rax                       2           1
 11 r8                        3           0
 12 r9                        0           1
## Basic Block at 0x00007fe06ec0929a
## Basic Block at 0x00007fe06ec09300
 10 rax                       0           1
 11 r8                        2           0
## Basic Block at 0x00007fe06ec092c2
  5 rbp                       0           1
  6 rsp                       4           4
  7 rbx                       0           1
 10 rax                       1           0
## Basic Block at 0x00007fe06ec09479
 10 rax                       4           0
## Basic Block at 0x00007fe06ec0947e
  5 rbp                       6           4
 10 rax                       8           0
 15 r12                       2           0
 16 r13                       2           0
## Basic Block at 0x00007fe06ec094a7
## Basic Block at 0x00007fe06ec094ae
  7 rbx                       2           0
## Basic Block at 0x00007fe06ec094b2
## Basic Block at 0x00007fe06ec094c8
  5 rbp                       0           2
  6 rsp                      12          12
  7 rbx                       0           2
 15 r12                       0           2
 16 r13                       0           2
## Basic Block at 0x00007fe06ebe7bec
  8 rdx                       1           1
## Basic Block at 0x00007fe06ebe7bfe
  5 rbp                       2           0
## Basic Block at 0x00007fe06ebe7c03
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       3           1
  8 rdx                       0           1
 10 rax                       1           1
## Basic Block at 0x00005647bb8212c0
  4 rsi                       1           0
  5 rbp                       3           3
  6 rsp                       8           8
  7 rbx                       1           0
  8 rdx                       1           0
 15 r12                       2           1
 16 r13                       1           1
 17 r14                       1           1
 18 r15                       1           0
## Basic Block at 0x00005647bb80e758
  6 rsp                       1           1
 10 rax                       2           1
## Basic Block at 0x00005647bb80e768
## Basic Block at 0x00005647bb80e76a
  6 rsp                       2           2
## Basic Block at 0x00005647bb8212f1
  5 rbp                       2           0
## Basic Block at 0x00005647bb8212f6
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
  8 rdx                       0           1
 10 rax                       2           0
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
## Basic Block at 0x00005647bb810950
  5 rbp                       1           2
  6 rsp                       3           2
## Basic Block at 0x00005647bb8108c0
  3 rdi                       1           1
  4 rsi                       5           5
  5 rbp                       1           1
  6 rsp                       2           1
 10 rax                       2           2
## Basic Block at 0x00005647bb8108e8
## Basic Block at 0x00005647bb8108f4
## Basic Block at 0x00005647bb810900
  5 rbp                       0           1
  6 rsp                       2           2
## Basic Block at 0x00005647bb82130d
  5 rbp                       1           0
  7 rbx                       2           1
## Basic Block at 0x00005647bb821316
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe06ebe7c18
  8 rdx                       1           1
## Basic Block at 0x00007fe06ebe7c2d
## Basic Block at 0x00007fe06ebe7c35
  3 rdi                       0           1
  6 rsp                       2           1
## Basic Block at 0x00007fe06ec04c00
## Basic Block at 0x00007fe06ec04b60
  3 rdi                      96           0
  5 rbp                      12           0
  6 rsp                      24           0
  7 rbx                      12           0
  8 rdx                      36          36
 10 rax                      72          72
 15 r12                      12           0
 16 r13                      12           0
 17 r14                      12           0
 18 r15                      12           0
## Basic Block at 0x00007fe06ec04bc0
  3 rdi                      12           0
  6 rsp                      12          12
  7 rbx                      12          12
## Basic Block at 0x00007fe06ec04bc8
## Basic Block at 0x00007fe06ec04bdd
  6 rsp                      24          24
  7 rbx                      12          12
## Basic Block at 0x00007fe06ebe7c3f
## Basic Block at 0x00007fe06ebe7c43
  4 rsi                       0           1
  6 rsp                       7           1
  8 rdx                       0           1
 10 rax                       5           5
## Basic Block at 0x00005647bb80ee90
  3 rdi                       0           1
  4 rsi                       2           0
  5 rbp                       1           0
  6 rsp                       9           8
  7 rbx                       1           1
 10 rax                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00005647bb81cfd0
  3 rdi                       2           0
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00005647bb81cfd6
  3 rdi                       1           0
  6 rsp                       1           1
  7 rbx                       0           1
## Basic Block at 0x00005647bb80e9e0
## Basic Block at 0x00007fe06ec76ff0
  3 rdi                       1           0
 10 rax                       1           1
## Basic Block at 0x00007fe06ec77015
  3 rdi                       1           0
  8 rdx                       2           0
## Basic Block at 0x00007fe06ec77036
  8 rdx                       2           0
  9 rcx                       1           0
 10 rax                       2           3
## Basic Block at 0x00005647bb81cfe3
 10 rax                       2           0
## Basic Block at 0x00005647bb81cfe8
## Basic Block at 0x00005647bb81cff8
## Basic Block at 0x00005647bb81d037
  6 rsp                       2           2
  7 rbx                       2           1
## Basic Block at 0x00005647bb80eebb
  4 rsi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb80ecc0
## Basic Block at 0x00007fe06ebf3090
  5 rbp                       4           2
  6 rsp                      16          14
  7 rbx                       2           0
 10 rax                       2           2
 15 r12                       2           0
 16 r13                       2           0
 17 r14                       2           0
 18 r15                       2           0
## Basic Block at 0x00007fe06ebf30c1
  4 rsi                       6           0
 15 r12                       0           2
## Basic Block at 0x00007fe06ebf30cd
  5 rbp                       1           0
 17 r14                       0           1
## Basic Block at 0x00007fe06ebf30e0
  3 rdi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
  7 rbx                       0           1
 10 rax                       3           3
 16 r13                       0           1
## Basic Block at 0x00007fe06ddf9880
  3 rdi                       2           0
  5 rbp                       1           0
  6 rsp                       7           7
  7 rbx                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ddf98a1
  3 rdi                       1           0
  7 rbx                       1           0
## Basic Block at 0x00007fe06ddf98b0
  7 rbx                       1           0
 15 r12                       0           1
## Basic Block at 0x00007fe06ddf98be
  7 rbx                       6           0
## Basic Block at 0x00007fe06ddf98c8
## Basic Block at 0x00007fe06ddf98d5
  7 rbx                       5           0
## Basic Block at 0x00007fe06ddf99e0
## Basic Block at 0x00007fe06ddf99e8
## Basic Block at 0x00007fe06ddf9a0d
## Basic Block at 0x00007fe06ddf98c8
## Basic Block at 0x00007fe06ddf98d5
  7 rbx                       5           0
## Basic Block at 0x00007fe06ddf98e4
  5 rbp                       0           5
  6 rsp                      40          40
  7 rbx                      10           5
 15 r12                       0           5
 16 r13                       0           5
 17 r14                       0           5
 18 r15                       0           5
## Basic Block at 0x00007fe06ebf3108
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
 15 r12                       1           0
 16 r13                       1           0
 18 r15                       1           1
## Basic Block at 0x00007fe06ebe7290
## Basic Block at 0x00007fe06ed2fc20
  9 rcx                     548         548
 10 rax                     548         548
## Basic Block at 0x00007fe06ed2fc31
## Basic Block at 0x00007fe06ed2fc36
  3 rdi                     946           0
  4 rsi                     946           0
## Basic Block at 0x00007fe06ed30e50
  3 rdi                     520           0
  4 rsi                     520           0
  6 rsp                     520         520
  8 rdx                    1560         520
## Basic Block at 0x00007fe06ebf3117
## Basic Block at 0x00007fe06ebf311f
## Basic Block at 0x00007fe06ebf3129
## Basic Block at 0x00007fe06ebf31a0
  3 rdi                       0           1
  6 rsp                       3           1
## Basic Block at 0x00007fe06ec086d0
  3 rdi                      43           0
  5 rbp                      43           0
  6 rsp                     344         344
  7 rbx                      43           0
 15 r12                      43           0
 16 r13                      43          43
 17 r14                      43           0
 18 r15                      43           0
## Basic Block at 0x00007fe06ec086e6
  5 rbp                     122          61
 10 rax                     122          61
 17 r14                       0          61
## Basic Block at 0x00007fe06ec086fc
 16 r13                      61           0
## Basic Block at 0x00007fe06ec08709
  5 rbp                      61           0
  7 rbx                       0          61
 16 r13                      61           0
## Basic Block at 0x00007fe06ec08750
  7 rbx                     124           0
 16 r13                     124          62
 17 r14                      62           0
 18 r15                       0          62
## Basic Block at 0x00007fe06ec08762
## Basic Block at 0x00007fe06ec08775
  7 rbx                      62           0
## Basic Block at 0x00007fe06ec0877b
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
  8 rdx                       0           1
 16 r13                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ec08768
  5 rbp                    2772        1386
  7 rbx                    2772        1386
## Basic Block at 0x00007fe06ec08775
  7 rbx                    1336           0
## Basic Block at 0x00007fe06ec0877b
  3 rdi                       0          16
  4 rsi                       0          16
  6 rsp                      16          16
  7 rbx                      16           0
  8 rdx                       0          16
 16 r13                      16           0
 18 r15                      16           0
## Basic Block at 0x00007fe06ebe72a0
## Basic Block at 0x00007fe06ed4b3d0
  8 rdx                      58           0
## Basic Block at 0x00007fe06ed4b3d9
  8 rdx                      29           0
## Basic Block at 0x00007fe06ed4b3e3
  8 rdx                      29           0
  9 rcx                      29          29
 10 rax                      29          29
 14 r11                       0          29
## Basic Block at 0x00007fe06ed4b3f7
## Basic Block at 0x00007fe06ed4b3fc
  3 rdi                       5           0
  4 rsi                       5           0
## Basic Block at 0x00007fe06ed4b424
## Basic Block at 0x00007fe06ed4c380
  8 rdx                      34          17
 14 r11                      17          17
## Basic Block at 0x00007fe06ed4c389
  3 rdi                      16           0
  4 rsi                      16           0
  6 rsp                      16          16
  8 rdx                      32           0
## Basic Block at 0x00007fe06ec0878a
## Basic Block at 0x00007fe06ec0878e
## Basic Block at 0x00007fe06ec08795
## Basic Block at 0x00007fe06ec08736
  5 rbp                       0          62
  6 rsp                     496         496
  7 rbx                      62          62
 10 rax                       0          62
 15 r12                       0          62
 16 r13                       0          62
 17 r14                       0          62
 18 r15                       0          62
## Basic Block at 0x00007fe06ebf31be
 10 rax                       2           0
## Basic Block at 0x00007fe06ebf31c3
## Basic Block at 0x00007fe06ebf31cc
## Basic Block at 0x00007fe06ebf31cc
## Basic Block at 0x00007fe06ebf31d6
  3 rdi                       0           1
  5 rbp                       0           1
  6 rsp                      14           1
 15 r12                      13           0
## Basic Block at 0x00007fe06ebf3227
  6 rsp                       1           0
 10 rax                       3           0
## Basic Block at 0x00007fe06ebf3235
## Basic Block at 0x00007fe06ebf324c
 15 r12                       1           0
## Basic Block at 0x00007fe06ebf325a
## Basic Block at 0x00007fe06ebf3264
  3 rdi                       0           1
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       3           1
  9 rcx                       0           1
 16 r13                       1           1
## Basic Block at 0x00007fe06ebf39a0
  3 rdi                      12           0
  4 rsi                      12           0
  5 rbp                      48          12
  6 rsp                      96          84
  7 rbx                      12          12
  9 rcx                      24           0
 10 rax                      12          12
 15 r12                      12          12
 16 r13                      12           0
 17 r14                      36          12
 18 r15                      12          12
## Basic Block at 0x00007fe06ebf39de
## Basic Block at 0x00007fe06ebf3b00
  3 rdi                       0          12
  6 rsp                      12          12
## Basic Block at 0x00007fe06ebf3b0c
  5 rbp                      12           0
 10 rax                      48           0
 17 r14                       0          12
## Basic Block at 0x00007fe06ebf3b18
## Basic Block at 0x00007fe06ebf3b21
## Basic Block at 0x00007fe06ebf3b21
  3 rdi                      12          12
  6 rsp                      12          12
  8 rdx                      12          12
 10 rax                      24          24
## Basic Block at 0x00007fe06ec7731a
  3 rdi                     274           0
  8 rdx                    1370         822
  9 rcx                    1370        1370
 10 rax                    1644         548
 11 r8                      274           0
## Basic Block at 0x00007fe06ec77362
  6 rsp                     274         274
  8 rdx                     274           0
 10 rax                       0         274
## Basic Block at 0x00007fe06ec086e6
  5 rbp                       2           1
 10 rax                       2           1
 17 r14                       0           1
## Basic Block at 0x00007fe06ec086fc
 16 r13                       1           0
## Basic Block at 0x00007fe06ec08709
  5 rbp                       1           0
  7 rbx                       0           1
 16 r13                       1           0
## Basic Block at 0x00007fe06ebf3b3e
  5 rbp                      12           0
 10 rax                      48           0
 17 r14                       0          12
## Basic Block at 0x00007fe06ebf3b4a
## Basic Block at 0x00007fe06ebf3b53
## Basic Block at 0x00007fe06ebf3b53
  3 rdi                       0          12
  6 rsp                      12          12
## Basic Block at 0x00007fe06ed4b440
  3 rdi                      28          28
  4 rsi                      28          28
## Basic Block at 0x00007fe06ed4b45e
## Basic Block at 0x00007fe06ed4b460
  3 rdi                      32          16
  4 rsi                      32          16
  9 rcx                      16           0
 10 rax                      16           0
 12 r9                       48          48
 13 r10                      48          32
## Basic Block at 0x00007fe06ed4c170
## Basic Block at 0x00007fe06ed4c190
## Basic Block at 0x00007fe06ed4c1a2
## Basic Block at 0x00007fe06ed4c370
  3 rdi                      28          28
  4 rsi                      28          28
  9 rcx                      28           0
 10 rax                      28           0
## Basic Block at 0x00007fe06ed4c37d
  3 rdi                      16          16
  4 rsi                      16          16
  8 rdx                      32          16
 14 r11                      16          16
## Basic Block at 0x00007fe06ed4c389
  3 rdi                       4           0
  4 rsi                       4           0
  6 rsp                       4           4
  8 rdx                       8           0
## Basic Block at 0x00007fe06ed4c394
  6 rsp                      13          13
## Basic Block at 0x00007fe06ec0878a
## Basic Block at 0x00007fe06ec0878e
  7 rbx                      12           0
 17 r14                      12           0
## Basic Block at 0x00007fe06ec08795
  7 rbx                      12          12
 17 r14                      12           0
## Basic Block at 0x00007fe06ebf3b5f
  5 rbp                      12           0
 10 rax                      48           0
 17 r14                       0          12
## Basic Block at 0x00007fe06ebf3b6b
 10 rax                      12           0
## Basic Block at 0x00007fe06ebf3b74
## Basic Block at 0x00007fe06ebf39de
  3 rdi                       0          12
  4 rsi                       0          12
  6 rsp                      12          12
 17 r14                      12           0
